date,VIX,VXY
1997-11-07,36.27,11.11
1997-11-10,36.63,11.02
1997-11-11,36.38,11.24
1997-11-12,37.84,11.37
1997-11-13,36.64,11.26
1997-11-14,33.66,11.01
1997-11-17,31.58,10.88
1997-11-18,31.55,10.48
1997-11-19,29.93,10.77
1997-11-20,27.32,10.6
1997-11-21,26.65,10.57
1997-11-24,29.8,10.71
1997-11-25,28.95,10.67
1997-11-28,27.43,10.81
1997-12-01,26.01,10.93
1997-12-02,25.66,10.74
1997-12-03,23.92,10.61
1997-12-04,23.84,10.62
1997-12-05,22.65,10.71
1997-12-08,23.22,10.9
1997-12-09,23.36,10.84
1997-12-10,24.55,10.79
1997-12-11,27.63,10.97
1997-12-12,27.92,11.02
1997-12-15,27.37,11.14
1997-12-16,26.11,11.07
1997-12-17,26.33,11.2
1997-12-18,27.19,11.12
1997-12-19,29.18,11.37
1997-12-22,28.56,11.43
1997-12-23,29.86,11.35
1997-12-24,30.27,11.38
1997-12-26,29.27,11.34
1997-12-29,26.79,11.18
1997-12-30,24.38,11.17
1997-12-31,24.01,11.15
1998-01-02,23.42,11.39
1998-01-05,24.36,11.78
1998-01-06,25.66,12.0
1998-01-07,25.07,12.11
1998-01-08,26.01,12.09
1998-01-09,28.69,11.97
1998-01-12,28.02,11.86
1998-01-13,25.17,11.56
1998-01-14,23.75,11.18
1998-01-15,23.45,10.92
1998-01-16,21.65,10.91
1998-01-20,21.65,11.06
1998-01-21,22.53,11.22
1998-01-22,23.16,11.5
1998-01-23,23.32,11.71
1998-01-26,23.97,11.76
1998-01-27,22.27,11.4
1998-01-28,22.06,11.48
1998-01-29,21.65,11.46
1998-01-30,21.47,11.4
1998-02-02,21.36,11.26
1998-02-03,20.67,11.03
1998-02-04,20.55,11.39
1998-02-05,21.29,11.43
1998-02-06,20.51,11.35
1998-02-09,21.55,11.35
1998-02-10,20.66,11.34
1998-02-11,20.38,11.18
1998-02-12,19.73,11.19
1998-02-13,19.84,11.18
1998-02-17,20.76,11.27
1998-02-18,19.66,11.17
1998-02-19,19.88,11.18
1998-02-20,19.0,11.13
1998-02-23,18.99,11.1
1998-02-24,19.35,10.93
1998-02-25,18.62,10.82
1998-02-26,18.63,10.65
1998-02-27,18.55,10.52
1998-03-02,19.19,10.62
1998-03-03,19.04,10.47
1998-03-04,19.58,10.49
1998-03-05,20.93,10.68
1998-03-06,19.14,10.7
1998-03-09,20.23,10.5
1998-03-10,19.43,10.22
1998-03-11,18.89,10.39
1998-03-12,18.25,10.41
1998-03-13,18.71,10.45
1998-03-16,18.51,10.56
1998-03-17,18.66,10.57
1998-03-18,18.29,10.61
1998-03-19,17.76,10.42
1998-03-20,18.69,10.44
1998-03-23,19.98,10.42
1998-03-24,20.51,10.34
1998-03-25,22.54,10.25
1998-03-26,22.81,10.26
1998-03-27,23.47,10.2
1998-03-30,24.66,10.52
1998-03-31,24.22,10.64
1998-04-01,23.37,10.59
1998-04-02,21.98,10.44
1998-04-03,21.82,10.48
1998-04-06,22.47,10.26
1998-04-07,23.66,10.21
1998-04-08,23.17,10.51
1998-04-09,21.51,10.45
1998-04-13,22.77,10.53
1998-04-14,21.61,10.64
1998-04-15,20.89,10.74
1998-04-16,22.06,10.69
1998-04-17,20.76,10.64
1998-04-20,20.39,10.68
1998-04-21,19.91,10.79
1998-04-22,19.44,10.64
1998-04-23,20.6,10.57
1998-04-24,21.97,10.46
1998-04-27,26.09,10.5
1998-04-28,24.17,10.35
1998-04-29,22.78,10.29
1998-04-30,21.18,10.19
1998-05-01,19.34,10.36
1998-05-04,20.32,10.35
1998-05-05,21.46,10.53
1998-05-06,22.79,10.42
1998-05-07,23.39,10.41
1998-05-08,20.57,10.24
1998-05-11,21.05,10.16
1998-05-12,20.98,10.2
1998-05-13,20.44,10.16
1998-05-14,19.64,10.11
1998-05-15,20.44,10.1
1998-05-18,21.69,10.28
1998-05-19,20.39,10.18
1998-05-20,19.89,10.13
1998-05-21,19.38,10.33
1998-05-22,18.99,10.26
1998-05-26,22.07,10.29
1998-05-27,22.59,10.45
1998-05-28,20.74,10.49
1998-05-29,21.32,10.38
1998-06-01,22.83,10.47
1998-06-02,22.0,10.38
1998-06-03,22.85,10.37
1998-06-04,21.22,10.33
1998-06-05,19.78,10.39
1998-06-08,20.58,10.27
1998-06-09,20.52,10.22
1998-06-10,21.48,10.5
1998-06-11,23.57,11.03
1998-06-12,22.78,11.03
1998-06-15,25.94,11.49
1998-06-16,24.8,11.09
1998-06-17,22.89,11.3
1998-06-18,22.4,11.04
1998-06-19,21.92,11.34
1998-06-22,21.94,10.96
1998-06-23,20.17,10.78
1998-06-24,20.02,11.18
1998-06-25,20.25,11.24
1998-06-26,19.36,11.89
1998-06-29,19.57,11.51
1998-06-30,19.71,11.43
1998-07-01,18.0,11.39
1998-07-02,17.67,11.65
1998-07-06,18.63,11.38
1998-07-07,18.62,11.24
1998-07-08,17.82,11.26
1998-07-09,18.16,11.73
1998-07-10,17.92,11.71
1998-07-13,18.26,11.76
1998-07-14,17.88,11.45
1998-07-15,17.89,11.38
1998-07-16,16.97,11.29
1998-07-17,16.23,11.19
1998-07-20,17.34,11.07
1998-07-21,20.1,10.98
1998-07-22,20.32,10.92
1998-07-23,23.01,10.92
1998-07-24,23.01,10.74
1998-07-27,23.13,11.01
1998-07-28,25.25,10.98
1998-07-29,24.79,11.05
1998-07-30,22.66,11.2
1998-07-31,24.8,11.13
1998-08-03,25.98,11.18
1998-08-04,31.06,11.19
1998-08-05,29.83,11.22
1998-08-06,28.2,11.29
1998-08-07,27.02,11.25
1998-08-10,28.75,11.27
1998-08-11,31.91,11.55
1998-08-12,28.55,11.54
1998-08-13,29.92,11.69
1998-08-14,34.34,11.77
1998-08-17,31.86,11.78
1998-08-18,28.4,11.53
1998-08-19,28.69,11.47
1998-08-20,30.0,11.42
1998-08-21,33.14,11.5
1998-08-24,31.8,11.52
1998-08-25,30.33,11.44
1998-08-26,31.14,11.37
1998-08-27,38.55,11.57
1998-08-28,39.6,12.25
1998-08-31,44.28,12.36
1998-09-01,36.48,12.55
1998-09-02,36.76,12.08
1998-09-03,41.43,12.53
1998-09-04,43.31,12.23
1998-09-08,37.9,12.34
1998-09-09,39.66,12.63
1998-09-10,45.29,13.43
1998-09-11,43.74,13.89
1998-09-14,38.57,13.15
1998-09-15,36.58,13.07
1998-09-16,35.94,12.86
1998-09-17,39.23,13.33
1998-09-18,38.63,13.28
1998-09-21,38.58,13.3
1998-09-22,36.62,13.06
1998-09-23,32.47,13.11
1998-09-24,34.66,13.51
1998-09-25,34.55,13.66
1998-09-28,34.87,13.45
1998-09-29,36.08,13.47
1998-09-30,40.95,13.05
1998-10-01,43.48,13.53
1998-10-02,40.47,13.52
1998-10-05,42.81,13.42
1998-10-06,41.2,13.44
1998-10-07,43.51,15.42
1998-10-08,45.74,18.7
1998-10-09,42.2,17.4
1998-10-12,40.07,15.12
1998-10-13,40.23,14.89
1998-10-14,38.96,14.21
1998-10-15,33.34,14.27
1998-10-16,34.82,15.2
1998-10-19,33.13,15.03
1998-10-20,33.11,14.5
1998-10-21,33.21,14.36
1998-10-22,31.53,14.33
1998-10-23,32.27,13.91
1998-10-26,32.38,13.72
1998-10-27,32.95,13.54
1998-10-28,32.42,13.89
1998-10-29,29.5,13.97
1998-10-30,28.05,13.32
1998-11-02,27.26,13.5
1998-11-03,27.76,13.28
1998-11-04,27.37,13.07
1998-11-05,26.01,12.8
1998-11-06,25.7,12.16
1998-11-09,28.09,11.72
1998-11-10,28.17,12.39
1998-11-11,28.47,12.37
1998-11-12,29.28,13.14
1998-11-13,29.03,12.8
1998-11-16,28.9,12.86
1998-11-17,27.95,12.83
1998-11-18,27.13,12.34
1998-11-19,25.5,12.59
1998-11-20,22.47,12.28
1998-11-23,21.84,12.27
1998-11-24,23.28,12.2
1998-11-25,22.15,12.06
1998-11-27,22.09,12.04
1998-11-30,26.01,12.39
1998-12-01,24.97,12.31
1998-12-02,25.43,12.66
1998-12-03,28.7,13.23
1998-12-04,25.31,13.11
1998-12-07,24.9,12.88
1998-12-08,25.58,12.72
1998-12-09,25.66,13.25
1998-12-10,26.81,13.48
1998-12-11,27.72,13.7
1998-12-14,31.31,14.02
1998-12-15,29.42,13.48
1998-12-16,29.96,13.42
1998-12-17,27.96,13.29
1998-12-18,25.04,13.37
1998-12-21,23.86,13.36
1998-12-22,22.78,12.96
1998-12-23,20.21,12.96
1998-12-24,21.48,13.08
1998-12-28,23.5,13.24
1998-12-29,22.18,13.46
1998-12-30,23.34,13.52
1998-12-31,24.42,13.78
1999-01-04,26.17,14.13
1999-01-05,24.46,13.9
1999-01-06,23.34,13.2
1999-01-07,24.37,13.32
1999-01-08,23.28,12.99
1999-01-11,25.46,13.45
1999-01-12,28.1,12.75
1999-01-13,30.11,13.37
1999-01-14,32.98,13.21
1999-01-15,29.24,13.24
1999-01-19,29.24,12.78
1999-01-20,28.6,12.5
1999-01-21,30.92,12.47
1999-01-22,31.95,12.07
1999-01-25,31.13,11.93
1999-01-26,29.23,11.68
1999-01-27,29.73,11.64
1999-01-28,28.11,11.95
1999-01-29,26.25,11.72
1999-02-01,27.67,11.55
1999-02-02,28.16,12.16
1999-02-03,27.88,11.97
1999-02-04,29.48,12.02
1999-02-05,29.67,11.88
1999-02-08,30.27,11.75
1999-02-09,31.36,11.5
1999-02-10,30.45,11.6
1999-02-11,27.42,11.67
1999-02-12,29.76,11.62
1999-02-16,29.65,12.0
1999-02-17,30.65,12.01
1999-02-18,30.45,12.29
1999-02-19,29.3,12.48
1999-02-22,25.87,12.19
1999-02-23,26.49,12.28
1999-02-24,27.21,12.32
1999-02-25,28.01,12.3
1999-02-26,27.88,12.51
1999-03-01,28.37,12.33
1999-03-02,29.22,12.41
1999-03-03,29.04,12.25
1999-03-04,26.67,12.44
1999-03-05,24.08,12.3
1999-03-08,24.54,12.24
1999-03-09,25.02,12.19
1999-03-10,24.79,12.12
1999-03-11,24.37,12.34
1999-03-12,24.84,12.08
1999-03-15,25.24,12.37
1999-03-16,25.15,12.45
1999-03-17,25.57,12.36
1999-03-18,24.13,12.15
1999-03-19,24.32,12.23
1999-03-22,25.0,12.12
1999-03-23,27.27,11.83
1999-03-24,26.6,12.0
1999-03-25,24.33,11.9
1999-03-26,24.04,11.95
1999-03-29,23.54,12.01
1999-03-30,22.73,12.04
1999-03-31,23.26,12.09
1999-04-01,22.06,11.61
1999-04-05,22.19,11.57
1999-04-06,22.65,11.31
1999-04-07,22.81,11.05
1999-04-08,22.59,10.78
1999-04-09,21.77,10.73
1999-04-12,21.93,10.96
1999-04-13,22.73,10.85
1999-04-14,24.94,10.86
1999-04-15,23.93,10.54
1999-04-16,23.9,10.62
1999-04-19,26.42,10.69
1999-04-20,25.02,10.7
1999-04-21,23.31,10.71
1999-04-22,22.62,10.65
1999-04-23,22.76,10.47
1999-04-26,23.53,10.28
1999-04-27,23.36,9.99
1999-04-28,24.4,10.07
1999-04-29,25.06,9.95
1999-04-30,25.07,9.91
1999-05-03,24.15,9.94
1999-05-04,25.62,10.1
1999-05-05,25.19,10.18
1999-05-06,27.44,10.16
1999-05-07,25.36,9.89
1999-05-10,26.62,9.81
1999-05-11,25.62,9.72
1999-05-12,26.13,9.82
1999-05-13,25.02,10.02
1999-05-14,26.86,9.97
1999-05-17,27.28,10.12
1999-05-18,27.26,10.13
1999-05-19,25.08,10.26
1999-05-20,24.46,10.14
1999-05-21,24.4,9.97
1999-05-24,27.62,9.89
1999-05-25,28.9,9.88
1999-05-26,27.57,10.0
1999-05-27,28.12,9.87
1999-05-28,25.39,10.02
1999-06-01,26.62,10.14
1999-06-02,26.21,10.1
1999-06-03,26.2,10.16
1999-06-04,23.43,10.08
1999-06-07,23.78,10.14
1999-06-08,24.02,10.35
1999-06-09,23.9,10.53
1999-06-10,25.32,10.45
1999-06-11,25.9,10.28
1999-06-14,26.51,10.06
1999-06-15,25.91,9.86
1999-06-16,22.4,9.79
1999-06-17,21.95,9.75
1999-06-18,21.75,9.72
1999-06-21,21.81,9.75
1999-06-22,21.7,9.7
1999-06-23,21.32,9.69
1999-06-24,23.06,9.52
1999-06-25,21.76,9.63
1999-06-28,22.63,9.61
1999-06-29,22.51,9.62
1999-06-30,21.09,9.68
1999-07-01,19.69,9.61
1999-07-02,18.66,9.61
1999-07-06,20.73,9.44
1999-07-07,20.35,9.25
1999-07-08,20.24,9.4
1999-07-09,17.96,9.43
1999-07-12,19.73,9.47
1999-07-13,19.95,9.51
1999-07-14,19.71,9.72
1999-07-15,18.68,9.83
1999-07-16,17.42,9.57
1999-07-19,19.07,10.03
1999-07-20,21.79,10.26
1999-07-21,21.46,10.52
1999-07-22,23.05,10.92
1999-07-23,23.32,10.69
1999-07-26,24.98,10.89
1999-07-27,23.23,10.65
1999-07-28,22.85,10.63
1999-07-29,24.52,10.94
1999-07-30,24.64,11.01
1999-08-02,25.59,10.89
1999-08-03,26.27,10.8
1999-08-04,27.4,10.99
1999-08-05,27.01,11.06
1999-08-06,26.6,10.89
1999-08-09,27.66,10.65
1999-08-10,28.45,10.68
1999-08-11,25.39,10.64
1999-08-12,25.03,10.17
1999-08-13,22.31,10.09
1999-08-16,23.07,10.21
1999-08-17,21.67,10.41
1999-08-18,23.3,10.93
1999-08-19,24.39,10.99
1999-08-20,22.95,10.93
1999-08-23,22.55,10.95
1999-08-24,22.4,10.95
1999-08-25,20.96,10.94
1999-08-26,21.21,10.71
1999-08-27,21.83,10.6
1999-08-30,24.63,10.51
1999-08-31,24.45,10.91
1999-09-01,22.93,10.9
1999-09-02,24.53,11.1
1999-09-03,20.98,10.93
1999-09-07,23.44,10.74
1999-09-08,23.82,10.69
1999-09-09,23.01,11.02
1999-09-10,22.03,10.8
1999-09-13,22.89,11.18
1999-09-14,23.77,11.62
1999-09-15,24.56,12.16
1999-09-16,25.25,13.42
1999-09-17,23.3,12.4
1999-09-20,24.03,12.48
1999-09-21,25.65,13.09
1999-09-22,25.19,13.14
1999-09-23,27.84,13.03
1999-09-24,27.79,12.99
1999-09-27,26.4,11.99
1999-09-28,26.06,11.57
1999-09-29,26.49,11.81
1999-09-30,25.41,12.27
1999-10-01,24.93,12.31
1999-10-04,24.46,12.17
1999-10-05,24.79,11.72
1999-10-06,22.06,11.53
1999-10-07,23.58,11.29
1999-10-08,20.49,10.91
1999-10-11,20.63,11.08
1999-10-12,22.84,11.39
1999-10-13,25.96,11.34
1999-10-14,26.05,11.17
1999-10-15,28.75,11.53
1999-10-18,28.19,11.82
1999-10-19,26.56,11.41
1999-10-20,23.9,11.05
1999-10-21,24.02,11.06
1999-10-22,21.64,11.14
1999-10-25,23.6,11.21
1999-10-26,24.26,11.41
1999-10-27,24.2,11.68
1999-10-28,21.34,11.45
1999-10-29,22.2,11.13
1999-11-01,22.09,11.39
1999-11-02,23.1,11.37
1999-11-03,23.16,11.24
1999-11-04,23.0,11.3
1999-11-05,21.66,11.03
1999-11-08,21.87,10.99
1999-11-09,22.7,10.99
1999-11-10,22.26,10.86
1999-11-11,22.07,10.34
1999-11-12,21.65,9.96
1999-11-15,22.74,10.03
1999-11-16,20.73,10.12
1999-11-17,20.96,9.94
1999-11-18,19.76,9.96
1999-11-19,19.11,9.56
1999-11-22,19.98,9.74
1999-11-23,21.0,10.1
1999-11-24,20.26,10.17
1999-11-26,22.33,11.43
1999-11-29,23.57,12.01
1999-11-30,24.18,12.06
1999-12-01,22.23,11.49
1999-12-02,21.77,11.7
1999-12-03,19.32,11.79
1999-12-06,20.58,11.64
1999-12-07,21.09,11.41
1999-12-08,21.25,11.44
1999-12-09,21.19,11.56
1999-12-10,21.48,11.8
1999-12-13,21.72,11.27
1999-12-14,23.06,11.58
1999-12-15,22.03,11.4
1999-12-16,21.91,11.55
1999-12-17,21.35,11.36
1999-12-20,23.78,11.32
1999-12-21,22.66,11.53
1999-12-22,22.43,11.61
1999-12-23,21.12,11.58
1999-12-27,23.07,11.29
1999-12-28,22.97,11.47
1999-12-29,23.09,11.58
1999-12-30,24.76,11.63
1999-12-31,24.64,11.63
2000-01-03,24.21,11.87
2000-01-04,27.01,11.49
2000-01-05,26.41,11.23
2000-01-06,25.73,11.34
2000-01-07,21.72,11.02
2000-01-10,21.71,10.91
2000-01-11,22.5,10.74
2000-01-12,22.84,10.82
2000-01-13,21.71,10.63
2000-01-14,19.66,10.55
2000-01-18,21.5,10.77
2000-01-19,21.72,10.59
2000-01-20,21.75,10.57
2000-01-21,20.82,10.66
2000-01-24,24.07,10.44
2000-01-25,23.02,10.29
2000-01-26,23.03,10.32
2000-01-27,23.54,10.37
2000-01-28,26.14,10.87
2000-01-31,24.95,11.38
2000-02-01,23.45,11.39
2000-02-02,23.12,11.38
2000-02-03,22.01,11.41
2000-02-04,21.54,11.29
2000-02-07,22.79,11.43
2000-02-08,21.25,11.48
2000-02-09,22.9,11.62
2000-02-10,23.07,11.31
2000-02-11,24.42,11.22
2000-02-14,24.38,11.29
2000-02-15,22.92,11.2
2000-02-16,23.51,11.26
2000-02-17,23.17,11.43
2000-02-18,26.0,11.29
2000-02-22,25.86,11.39
2000-02-23,23.89,11.3
2000-02-24,24.38,11.36
2000-02-25,25.2,11.46
2000-02-28,24.68,12.21
2000-02-29,23.37,12.16
2000-03-01,21.64,12.43
2000-03-02,21.06,12.44
2000-03-03,19.21,12.15
2000-03-06,21.5,12.28
2000-03-07,24.31,12.43
2000-03-08,23.82,12.21
2000-03-09,22.21,12.11
2000-03-10,21.24,11.93
2000-03-13,22.85,12.07
2000-03-14,24.41,12.18
2000-03-15,22.34,12.18
2000-03-16,20.77,12.29
2000-03-17,22.37,12.0
2000-03-20,22.96,12.03
2000-03-21,21.7,11.71
2000-03-22,21.49,11.73
2000-03-23,22.26,11.6
2000-03-24,23.31,11.46
2000-03-27,24.53,11.55
2000-03-28,24.86,11.68
2000-03-29,24.1,11.99
2000-03-30,25.47,11.99
2000-03-31,24.11,12.9
2000-04-03,24.03,12.51
2000-04-04,27.12,12.45
2000-04-05,28.41,12.31
2000-04-06,27.15,12.17
2000-04-07,24.39,12.0
2000-04-10,25.99,11.76
2000-04-11,27.25,11.73
2000-04-12,28.98,11.84
2000-04-13,29.4,11.84
2000-04-14,33.49,11.96
2000-04-17,28.95,12.5
2000-04-18,26.12,12.17
2000-04-19,27.02,12.01
2000-04-20,25.85,11.92
2000-04-24,27.37,11.96
2000-04-25,25.24,12.17
2000-04-26,26.97,12.11
2000-04-27,26.19,12.25
2000-04-28,26.2,12.16
2000-05-01,25.88,12.17
2000-05-02,28.5,11.84
2000-05-03,31.63,12.03
2000-05-04,30.77,12.38
2000-05-05,27.53,12.64
2000-05-08,28.2,12.49
2000-05-09,28.93,12.3
2000-05-10,29.87,12.41
2000-05-11,27.76,12.54
2000-05-12,26.05,12.38
2000-05-15,24.86,12.41
2000-05-16,24.34,12.36
2000-05-17,23.98,12.41
2000-05-18,23.96,12.34
2000-05-19,25.44,12.59
2000-05-22,26.0,12.52
2000-05-23,25.87,12.6
2000-05-24,24.32,12.71
2000-05-25,24.58,12.41
2000-05-26,24.47,12.68
2000-05-30,23.62,12.68
2000-05-31,23.65,12.56
2000-06-01,22.36,12.4
2000-06-02,21.48,12.42
2000-06-05,22.71,12.33
2000-06-06,23.05,12.61
2000-06-07,22.48,12.65
2000-06-08,22.77,12.68
2000-06-09,22.14,12.33
2000-06-12,22.32,12.3
2000-06-13,21.67,12.3
2000-06-14,21.48,12.15
2000-06-15,20.68,11.81
2000-06-16,20.5,11.4
2000-06-19,20.63,11.71
2000-06-20,20.88,11.68
2000-06-21,20.61,11.81
2000-06-22,22.0,12.1
2000-06-23,22.34,12.14
2000-06-26,22.45,11.98
2000-06-27,21.8,11.77
2000-06-28,20.29,11.47
2000-06-29,19.7,11.44
2000-06-30,19.54,11.32
2000-07-03,19.83,11.37
2000-07-05,21.16,11.19
2000-07-06,20.94,11.3
2000-07-07,19.22,11.12
2000-07-10,20.33,10.96
2000-07-11,20.11,10.86
2000-07-12,20.03,10.92
2000-07-13,20.03,10.96
2000-07-14,19.32,10.85
2000-07-17,19.45,10.78
2000-07-18,19.75,10.56
2000-07-19,19.65,10.8
2000-07-20,18.94,10.8
2000-07-21,18.94,10.76
2000-07-24,19.92,10.72
2000-07-25,19.39,10.69
2000-07-26,19.67,10.8
2000-07-27,19.6,10.81
2000-07-28,20.84,10.83
2000-07-31,20.74,10.9
2000-08-01,20.55,10.87
2000-08-02,20.0,11.12
2000-08-03,19.99,11.45
2000-08-04,18.62,11.4
2000-08-07,19.03,11.35
2000-08-08,18.79,11.47
2000-08-09,19.18,11.6
2000-08-10,19.19,11.29
2000-08-11,18.55,10.99
2000-08-14,17.88,11.02
2000-08-15,17.98,11.01
2000-08-16,18.02,11.07
2000-08-17,17.48,10.99
2000-08-18,17.05,10.88
2000-08-21,17.35,10.97
2000-08-22,17.47,11.15
2000-08-23,17.38,11.56
2000-08-24,17.04,11.24
2000-08-25,16.53,11.25
2000-08-28,16.54,11.27
2000-08-29,16.89,11.39
2000-08-30,17.69,11.58
2000-08-31,16.84,11.54
2000-09-01,17.53,11.54
2000-09-05,19.82,11.71
2000-09-06,20.79,12.11
2000-09-07,19.42,12.11
2000-09-08,18.46,12.51
2000-09-11,18.4,12.46
2000-09-12,18.59,12.23
2000-09-13,18.32,11.84
2000-09-14,18.26,11.71
2000-09-15,18.52,11.72
2000-09-18,20.25,12.15
2000-09-19,19.54,12.07
2000-09-20,19.93,12.34
2000-09-21,20.18,12.3
2000-09-22,20.74,12.34
2000-09-25,21.41,11.95
2000-09-26,21.88,12.01
2000-09-27,21.67,11.71
2000-09-28,19.47,11.64
2000-09-29,20.57,11.12
2000-10-02,21.23,10.98
2000-10-03,21.85,10.82
2000-10-04,21.54,10.83
2000-10-05,21.03,10.6
2000-10-06,22.71,10.75
2000-10-09,24.02,10.72
2000-10-10,24.86,10.95
2000-10-11,26.57,11.0
2000-10-12,30.51,11.32
2000-10-13,27.6,11.45
2000-10-16,26.79,11.6
2000-10-17,27.84,11.72
2000-10-18,28.72,12.02
2000-10-19,25.09,12.38
2000-10-20,24.24,12.01
2000-10-23,24.69,12.04
2000-10-24,24.28,12.13
2000-10-25,26.65,12.45
2000-10-26,28.62,12.46
2000-10-27,26.47,12.36
2000-10-30,25.46,12.16
2000-10-31,23.63,12.14
2000-11-01,24.28,12.17
2000-11-02,23.92,12.17
2000-11-03,23.67,12.34
2000-11-06,24.52,12.42
2000-11-07,24.91,12.34
2000-11-08,25.66,12.3
2000-11-09,27.2,12.3
2000-11-10,28.53,12.07
2000-11-13,29.06,11.93
2000-11-14,26.81,11.82
2000-11-15,26.15,11.65
2000-11-16,25.05,11.3
2000-11-17,24.81,11.16
2000-11-20,27.43,11.34
2000-11-21,26.62,11.64
2000-11-22,27.71,11.69
2000-11-24,26.0,11.93
2000-11-27,26.93,11.83
2000-11-28,27.64,11.71
2000-11-29,27.49,11.68
2000-11-30,29.65,11.9
2000-12-01,27.48,12.1
2000-12-04,27.78,12.26
2000-12-05,24.99,11.91
2000-12-06,25.07,11.72
2000-12-07,25.34,11.8
2000-12-08,22.41,11.77
2000-12-11,23.51,11.87
2000-12-12,24.88,12.0
2000-12-13,23.63,12.1
2000-12-14,24.86,12.09
2000-12-15,26.55,11.98
2000-12-18,27.7,11.98
2000-12-19,27.17,11.82
2000-12-20,31.74,11.81
2000-12-21,29.66,12.1
2000-12-22,27.55,12.08
2000-12-26,28.73,12.08
2000-12-27,28.14,12.24
2000-12-28,26.57,12.07
2000-12-29,26.85,12.0
2001-01-02,29.99,12.14
2001-01-03,26.6,12.07
2001-01-04,26.97,12.05
2001-01-05,28.67,12.2
2001-01-08,29.84,12.16
2001-01-09,27.99,11.88
2001-01-10,26.8,11.72
2001-01-11,25.79,11.9
2001-01-12,24.56,12.0
2001-01-16,25.28,12.23
2001-01-17,24.93,12.4
2001-01-18,23.37,12.5
2001-01-19,23.24,12.38
2001-01-22,23.25,12.4
2001-01-23,21.57,12.36
2001-01-24,22.03,12.48
2001-01-25,22.64,12.4
2001-01-26,22.57,12.11
2001-01-29,22.61,12.07
2001-01-30,22.57,12.05
2001-01-31,22.02,12.06
2001-02-01,21.66,12.05
2001-02-02,21.95,11.92
2001-02-05,22.19,11.85
2001-02-06,21.98,11.7
2001-02-07,21.67,11.48
2001-02-08,21.46,11.72
2001-02-09,22.03,11.73
2001-02-12,21.92,11.74
2001-02-13,21.37,11.72
2001-02-14,21.52,11.58
2001-02-15,20.27,11.78
2001-02-16,22.12,11.7
2001-02-20,24.69,11.79
2001-02-21,25.75,11.81
2001-02-22,26.76,11.97
2001-02-23,27.21,11.75
2001-02-26,25.43,11.68
2001-02-27,26.49,11.59
2001-02-28,28.35,11.7
2001-03-01,28.08,11.64
2001-03-02,27.43,12.01
2001-03-05,27.12,11.98
2001-03-06,25.89,11.78
2001-03-07,24.12,12.05
2001-03-08,24.29,12.01
2001-03-09,25.62,11.79
2001-03-12,30.32,11.93
2001-03-13,27.55,11.9
2001-03-14,29.61,12.23
2001-03-15,28.56,12.41
2001-03-16,29.91,12.59
2001-03-19,29.78,12.47
2001-03-20,30.96,12.14
2001-03-21,31.93,12.36
2001-03-22,32.84,12.53
2001-03-23,30.45,12.13
2001-03-26,29.04,12.17
2001-03-27,27.04,12.05
2001-03-28,28.58,12.16
2001-03-29,29.17,12.4
2001-03-30,28.64,12.41
2001-04-02,31.21,12.64
2001-04-03,34.72,12.49
2001-04-04,34.07,12.52
2001-04-05,29.94,12.6
2001-04-06,31.69,12.34
2001-04-09,31.91,12.27
2001-04-10,29.44,12.02
2001-04-11,28.46,11.86
2001-04-12,26.12,11.66
2001-04-16,26.33,11.66
2001-04-17,25.61,11.8
2001-04-18,24.13,11.96
2001-04-19,24.16,11.92
2001-04-20,25.38,11.85
2001-04-23,28.16,11.92
2001-04-24,28.49,11.86
2001-04-25,27.4,11.84
2001-04-26,25.96,11.65
2001-04-27,24.02,11.68
2001-04-30,25.48,11.57
2001-05-01,24.2,11.5
2001-05-02,24.23,11.33
2001-05-03,25.78,11.29
2001-05-04,23.91,11.21
2001-05-07,24.86,11.21
2001-05-08,24.44,11.26
2001-05-09,24.35,11.27
2001-05-10,24.0,11.04
2001-05-11,23.54,10.6
2001-05-14,24.26,10.62
2001-05-15,23.71,10.71
2001-05-16,21.89,10.51
2001-05-17,21.47,10.04
2001-05-18,21.23,9.68
2001-05-21,20.76,9.65
2001-05-22,21.35,9.8
2001-05-23,22.08,10.39
2001-05-24,20.57,10.53
2001-05-25,20.6,10.02
2001-05-29,22.14,10.23
2001-05-30,22.76,10.27
2001-05-31,22.64,10.81
2001-06-01,21.59,10.78
2001-06-04,21.38,10.64
2001-06-05,19.58,10.73
2001-06-06,20.39,10.54
2001-06-07,19.67,10.56
2001-06-08,19.92,10.24
2001-06-11,20.7,10.47
2001-06-12,20.7,10.43
2001-06-13,21.45,10.53
2001-06-14,23.12,10.41
2001-06-15,22.81,10.27
2001-06-18,23.17,10.38
2001-06-19,22.34,10.24
2001-06-20,21.71,10.2
2001-06-21,19.38,10.25
2001-06-22,20.02,10.1
2001-06-25,20.67,10.06
2001-06-26,21.2,9.97
2001-06-27,20.88,10.11
2001-06-28,20.01,10.14
2001-06-29,19.06,10.1
2001-07-02,18.76,9.96
2001-07-03,18.92,9.91
2001-07-05,20.09,10.23
2001-07-06,21.63,10.38
2001-07-09,22.48,10.31
2001-07-10,23.25,10.27
2001-07-11,24.01,10.46
2001-07-12,22.09,10.42
2001-07-13,21.14,10.24
2001-07-16,22.91,10.27
2001-07-17,22.61,10.27
2001-07-18,23.6,10.72
2001-07-19,22.51,10.76
2001-07-20,22.34,10.7
2001-07-23,23.74,10.63
